,rating,reviews
231,"[('5', '7'), ('4', '6'), ('3', '1'), ('2', '0'), ('1', '2')]","[('543343658', ' November 2017', ""We came across this restaurant by chance and decided to give it a try! Inside is much more tastefully decorated than you'd expect from the outside. The waiters were lovely and the service was quick and polite. We had lovely paneer rolls to start and..."", None), ('521099298', ' September 2017', 'I am not sure whether the sign proclaiming it as "" the best Indian in Madrid"" would stand much scrutiny, but we enjoyed a very reasonable and satisfying late lunch, after a visit to the Rastro (for which it is ideally located). There are various...', None), ('492281351', ' June 2017', 'Happened to stumble upon this lovely, quaint little restaurant and wondered if Indian food in Spain could be even worth my time\n\nBut they were fantastic..!!..\n\nFood was absolutely delicious..!!. \nAnd completely made my day... \n\nWas not spicy and full of flavours - so my...', None), ('491227126', ' May 2017', ""I tried to find the address from trip advisor map, it seems that location doesn't exist. i have searched the location for 30 min but no use."", None), ('490497335', ' April 2017', 'Loved this place so much that we made the effort to return the latter part of our holiday.\nService , excellent!  Food...very tasty.  Would highly recommend this fine eatery.  The waiter remembered us from our first visit and went over and above to be kind...', None), ('473432865', ' April 2017', 'After 3 days of no Indian food and being vegetarians, we were looking forward to our Indian Dinner, sadly the place turned out to be a disaster. Paneer Makhni was Paneer served in Sweet Tomato Purée, instead of Dal Makhni we got served some thick...', None), ('456610128', ' January 2017', 'We stopped at Bombay Blue for a drink and snack, but ended up having dinner here as well. \n\nWe got some delicious papadum (from the house we notived later) and some mint chutney.\n\nThe menu had lots to offer and was divided in sections. (regions...', None), ('435506424', ' November 2016', 'Really enjoyed my meal!!!  Cozy atmosphere. Saag paneer was tasty. Rice so colorful. With beautiful saffron flowers?  Everything tastes freshly made. Naan was piping hot. Would ask for three times more garlic next time. Condiments tasty. Not crazy about papadam and yogurt mint dip but...', None), ('422799662', ' September 2016', 'This place is like a hidden gem. Decent quality Indian food for reasonable prices. Butter chicken was ok, not the best, but considering its butter chicken in Spain it was very decent quality. Friendly staff, big seating area. Unlike other restaurants they give you a...', None), ('411928711', ' August 2016', 'Excellent meat menu! In fact so good that we had it twice in 3 days. Recommend. Open before 8pm, so no need to fill up with tapas before dinner.', None)]"
232,"[('5', '62'), ('4', '37'), ('3', '15'), ('2', '6'), ('1', '2')]","[('761334130', ' October 2019', 'Very, very good place with real ""mom\'s kitchen"" atmosphere, tasty dishes, fresh products you can see near the entrance, delicious desserts and friendly staff.', '1'), ('724334961', ' November 2019', 'Can’t recommend the hostatia de Vincenzo enough, for start to finish. \nFor a wet Monday night in Rome the restaurant was full,\nWe arrived with out a booking and were promptly seated, menus were offers in several languages,\nWe decided  to skip the starter and...', None), ('711475757', ' September 2019', 'Need I say anymore....I am myself gluten free, and I have never felt more comfortable ordering food in a overseas country. The waiter was very confident in what I could have...even the two main dishes I ordered were prepared specific to my dietary requirements without...', None), ('654084267', ' February 2019', 'Delicious food. Excellent service. Well worth a visit. Discount if you are staying at the Crosti Hotel', None), ('619846214', ' September 2018', ""My husband and I don't usually write reviews but we've never been so disappointed with a restaurant that we felt we needed to write this review.\nThere were so many mistakes in our orders.\nThe starter, the wine and the desserts!\nI was so looking..."", None), ('619241749', ' September 2018', 'A short walk from hotel Alpi this family run restaurant is offering local food and wine at a good price . 4 people order different food all arrived at the same time no complaints from any of our party.wine we had was good & inexpensive....', None), ('617365950', ' September 2018', 'Myself and my wife recently ate here and had the opportunity to sit outside given the warm night time weather.\n\nThe food is excellent, especially the seafood dishes. The place is extremely popular and was full the entire time we were there. There were even...', None), ('616994158', ' September 2018', 'We stayed at Crosti Hotel & this restaurant was owned by the same family best meal of our trip we planned to go on our last night (sun) for second meal but I unfortunately closed would definitely recommend 💕', None), ('612885335', ' August 2018', 'Great local food with good prices. Spent a night in Rome near the Termini and was searching for a local restaurant. 4 adults+ 3 kids. Service was spactacular and food was very tasty. The waiter recommend on a great local wine. Outdoor tables were full...', None), ('596312484', ' July 2018', ""If you like fish , this is an excellent choice for you. Excellent wine list, and very attentive service. I know tourists like to sit outside, but we don't . The interior is well furnished and calm. Highly recommended."", None)]"
233,"[('5', '1'), ('4', '2'), ('3', '0'), ('2', '0'), ('1', '0')]","[('671450078', ' April 2019', 'We found this place by accident and were glad we did! Just off the Place des Voges, this little place offers several different flavors of empanadas. We especially enjoyed the cheese and ham and the spinach.  There is a small counter for those wishing to...', '1'), ('521631908', ' September 2017', 'I founded this place by chance walking around Place des Vosges. Wonderful Argentinian empanadas made of meat, cheese or vegetables. I usually like the classic meat empanada but my favorites here were the Humita (corn and coriander) and Ratatouille. The flavors are delicate and the...', None), ('299959783', ' August 2015', 'My friend and I found this little place in our hunt to find some lunch after visiting the Picasso museum. I had the beef-, sausage-, and corn- empanadas. I chose the latter after the recommendation of the staff, and it turned out to be my...', None)]"
234,"[('5', '6'), ('4', '17'), ('3', '13'), ('2', '18'), ('1', '59')]","[('714810092', ' October 2019', 'Unless you want to spent a ton of money on bad quality food, you better go somewhere else. Avoid at all cost! One star is to generous for this place.', None), ('505805963', ' July 2017', ""We ate here our first night in Lisbon after wandering through Bairro Alto. Very average food, overpriced for the quality of it. The staff were friendly and provided good service. Has a lot of potential but wouldn't eat here again. We found another Tapas place..."", None), ('498500924', ' July 2017', 'Terrible service.  Waiter kept asking what we ordered.  Forgot one of our dishes.  Was drinking throughout the night and stumbling around.  Forgot the drinks at the table adjacent to us so brought them full bottles of liquor and told them to help themselves.  When he...', None), ('491424122', ' June 2017', ""Wasn't impressed by this place. Alioli potatoes were cold and hard, prawns okay but slightly overlooked. Goats cheese and honey was nice but lettuce and greens looked cheap. Overpriced and rude staff.  sure there are plenty better tapas in the area. Normally I take photographs..."", None), ('490789984', ' June 2017', 'The relaxing music and outdoor table lure you in and you think oh this looks like a decent stop to get tapas and drinks. Stop at all costs. The food was bad and uninspired. The waiter was nice and the sangria is pretty good, but...', None), ('482279963', ' April 2017', ""We were recommended this tapas restaurant by a friend and it didn't disappoint. Staff were really welcoming, friendly and attentive. Food was delicious and house wine very reasonable and delicious too. Would definitely recommended this venue."", '1'), ('479148063', ' April 2017', 'We had one night in Lisboa and were wandering through Bario Alto at around 1am on Saturday night when hunger pangs set in! We discovered Tapas 28 down a random path and a few people were sat outside eating. They were happy to accommodate the...', None), ('470838510', ' March 2017', 'We found this Bar /Cafe and we\'re impressed with the friendly welcome,\nBeware , this is just a front for tourist rip off!! Friday 24th March.\n \nWe fell for the patter of the barman who offered the ""special "" wine from a large 1 1/2...', None), ('431415016', ' October 2016', 'Cute place. In an intimate ally of barrio alto. The food and service were great!\nDownside - on the pricy side for small tapas plates.', None), ('429988911', ' October 2016', 'Dont go here. Salami tapas is 8 euros, service is nonexistent and rude. You can go to local market and buy the same tapas with better service', None)]"
235,"[('5', '0'), ('4', '1'), ('3', '0'), ('2', '0'), ('1', '0')]","[('179542348', ' September 2013', ""It wasn't so much the food, but the wonderful experience and hospitality we enjoyed. Francesco went out of his way to host us and communicate with us. He was extremely accommodating."", None)]"
236,"[('5', '119'), ('4', '129'), ('3', '78'), ('2', '49'), ('1', '40')]","[('775104199', ' October 2020', 'Been a few times. Food really varies. One occasion sent back duck as complete overcooked. Another visit no egg in egg fried rice so sent back. Chicken Katsu curry was a joke, piece of chicken with a slither of Katsu on top. Complained about that...', None), ('767563680', ' August 2020', 'Really lovely food and a nice atmosphere. Service was very good and the staff were very helpful. Great value for money.', '1'), ('767535178', ' October 2019', 'Spacious, quiet restaurant opposite Sainsbury’s on Wilton Road, Pimlico. Stays open late. Really excellent crispy duck pancakes and dim sims.  With a couple of glasses of house Chenin Blanc, the bill came to £29.90.', None), ('765007580', ' August 2020', 'Visited for the first time, during the restrictions due to Covid 19. Had a specialty dish with rice and some dim sum. The dishes were tasty although the dim sum were quite wet compared other dim sum restaurants I have been too. \n\nHad hand sanitisers...', None), ('740615813', ' January 2020', 'Nice atmosphere. Very clean. Friendly servers. We found the food to all be good although it could of done with having a bit more flavour. Had a couple of cocktails and found them to be a bit sweet. Used our taste card so had 1...', None), ('739439977', ' January 2020', 'Group of 8 of us dined here last Friday night. \n\nWe had no issues with service, or the starters which were delicious. \n\nFor the mains, everyone ordered something different from the menu and half did not enjoy their food. One meal got sent back to...', None), ('735808707', ' December 2019', 'Visited here yesterday with my son. Lovely restaurant and staff very helpful and friendly.\nDim Sum amazing , Chicken Satay divine,so much so I had 2 lots,and Duck Spring Rolls scrummy.\nCocktails were very nice and presented well.\nCant wait to come back again. Not...', None), ('733690045', ' December 2019', 'I have visited this restaurant again and am still more satisfied than before. The food is well prepared, the service is friendly and fast, and the place is spacious and comfortable. Very reasonable price: for two people I paid 35 GBP+ tip.(1 dishe per capita+1...', None), ('731345570', ' December 2019', 'Visited twice during our stay in London. Each time, food was hot and tasty, service was timely, waiter was very helpful.  Menu was a bit heavy on rice items, but other options available.\n\nWill return on future visits to London.', '1'), ('730994259', ' December 2019', 'We had our work xmas party at Dim T and the whole experience was fantastic from start to finish. \n\nIn arranging the booing (for 27 people), the food, the staff, the restaurant was all superb. \n\nThe staff created an incredibly friendly and relaxed environment and...', None)]"
237,"[('5', '649'), ('4', '143'), ('3', '49'), ('2', '10'), ('1', '7')]","[('780385687', ' December 2020', 'When an Hotel-Restaurant turns to be the best Santa Chef!\nWe wanted to book the Xmas 25/12 brunch at the hotel, but the pandemic situation forbid us to do so. So, we were offered to order this amazing Christmas package which was delivered to our...', None), ('770780850', ' September 2020', 'We enjoyed our thursday night at Kollázs. Loved the live music and Dodi makes the best cocktails in Budapest!', None), ('768873653', ' September 2020', 'I recommend strongly to book during your visit in Budapest the Kollazs Sunday brunch 12-3pm with a farandole of high quality cold and hot dishes served directly to your table (due to Covid19) and free flow of wines. Ambiance brasserie. Chic. High standards from Four...', '2'), ('760488044', ' July 2020', 'Exclusively located brasserie in Four Seasons in the middle of Budapest city will give you a great experience. Staff is professional and friendly with guest. Everyone will get their attention and meals. Comfortable seats on the terrace, however a bit small. And it was crowded...', '2'), ('750859715', ' March 2020', 'Set in the Four Seasons Hotel the entrance is incredible and sets the tone for the experience waiting. \nWe had champagne Sunday brunch which was completely divine! An ‘all in’ price with an abundance of incredible foods from the buffet and bottomless wine. What’s not...', '2'), ('750069891', ' March 2020', 'What a pleasant birthday dinner! I have had an amazing experience celebrating my birthday at Kollázs for several reasons. Food was incredibly delicious (would highly suggest trying the French toast) and the staff was really attentive. Tibor was looking after us and he was a...', '1'), ('748945735', ' March 2020', 'A truly incredible entrance to the hotel. Stunning marble finish. The bar area is a classic flatojg style bar with booths and tables around it. Service is friendly and the cocktails were superb. As you would expect at a four seasons hotel. Pricey but you...', '1'), ('747763244', ' February 2020', ""Had dinner here recently and really enjoyed it.    Food and service are what you'd expect of a Four Seasons and this hotel (property) is one of the more beautiful buildings in Central Europe.    Menu has a mix of French and Hungarian influenced dishes and a..."", '2'), ('746950524', ' February 2020', 'Just enough Hungarian and just enough French indulgences make this Sunday brunch a sensation in Budapest.\nWhat started as a huge  trend amongst expatriates in Hong Kong some 20 years ago has no infiltrated many global destinations, Budapest being one of them.\nThe Four Seasons...', '3'), ('745087453', ' February 2020', ""Visited Kollázs for Valentine's day dinner. First course was alright but second course was a disaster. Ordered USDA Prime steak and served something else. Don't expect too much."", '3')]"
238,[],[]
239,"[('5', '23'), ('4', '10'), ('3', '3'), ('2', '1'), ('1', '0')]","[('784008156', ' February 2021', 'We have been to Italo Disco many times when it was possible. During these Corona times Italo Disco now serves take away. 3 antipasti, a main pasta course and dessert. We bought some burrata and some oisters. Everything was just fine and we will ""visit""...', None), ('771122506', ' September 2020', 'We have visited Italo Disco several times. This time we were wandering around not knowing what to eat. We were suddenly outside Italo Disco and took the chance to ask for a table. We were in luck. 8-9 dishes is on the set menu. Everything...', '1'), ('757989939', ' June 2020', ""Great Italian food, nice atmosphere in a little cozy restaurant. \nIt's a one menu place and we were there on a Friday, and Friday is fish and seafood day. We were served 8 very nice courses. The staff was very attentive and sweet. And I..."", None), ('749746625', ' March 2020', 'Took hours for food to arrive. Cant handle a full restaurant sadly. Food was but quite expensive. Wine menu was quite good.', None), ('737772045', ' January 2020', 'This place has a set menu (9 courses) but they had no problem adjusting it to our needs. We were 12 people dining together and out of us, there were several vegetarians/pescatarians and one person with a severe food allergy. The staff had no problem...', '1'), ('702627658', ' August 2019', 'Really nice service at a small restaurant. Served a fixed seven course menu with options for allergents. The food was well tasting and the wine recommended was superb. Will return on next visit to Copenhagen.', '1'), ('676000756', ' May 2019', 'I came here and had the rabbit ragu which was quite devine, however I am writing this review to rave about the redheaded server who was quite pleasant & very knowledgable about the wine selection. Her service was speedy and she was very endearing. I...', None), ('657300706', ' March 2019', 'This is a great Italian restaurant and I would highly recommend booking to eat here.\n\nThe menu is set and comprised 9 courses - each one was packed with flavour and used really fresh ingredients.\n\nThe restaurant is small and cosy and has a great...', None), ('657044416', ' March 2019', 'We’ve been to lots of Italian restaurants in different countries, and even have a house in Italy - and to our great surprise this was the most ‘authentic’ we’ve come across outside the country. The €40 8-course meal was ‘bang-on Italian’ - maybe a bit...', None), ('646450530', ' January 2019', ""We had five starters, two primi piatti, and a delicious dessert; they practically had to roll me out of the restaurant. It's not the cheapest place, but it's quite cosy, and the food is to die for. They serve a fixed menu, which I love..."", None)]"
240,"[('5', '4'), ('4', '1'), ('3', '0'), ('2', '0'), ('1', '0')]","[('733634594', ' December 2019', ""We stopped for a glass of wine while walking around the city. It's in a nice part of town, and the people are very friendly. Service is good. We'd go back"", None), ('639987793', ' May 2018', 'Part of the Chic&Basic hotel this small lounge was great to grab a morning coffee and snack or drop by for an early evening drink.  Staff always friendly and helpful.', None), ('447185404', ' December 2016', ""Library lounge is an excellent place to enjoy many types of beverage; undoubtedly, it's comfortable lounge that makes you feel at home. \nThe library lounge drinks are affordable; additionally, the staff team attends the clientele in a professional and polite manners.\nI highly recommend the..."", '2'), ('416248308', ' September 2016', ""Very nice setting, very nice barkeeper, very nice guests. If I ever have the chance to visit Barcelona again, i'll visit this place again."", None), ('378746235', ' May 2016', 'This is a small lounge which is part of a hotel, we were not residents but were made to feel very welcome when we visited to have a coffee.  There is a small selection of cakes and the coffee was very nice.  This is a...', None)]"
241,[],[]
242,"[('5', '3'), ('4', '4'), ('3', '0'), ('2', '0'), ('1', '0')]","[('746680910', ' February 2020', ""Randomly encountered this shop on the way and went in since there was a queue and it didn't disappoint. Had one falafel but quickly bought another one. The other day we also had chilli and chicken on peppers. Chilli was absolutely amazing, chicken on peppers..."", '1'), ('668494392', ' April 2019', 'Great place where you can grab a quick bite or enter inside and sit down for a proper meal. Most guests were actually locals it seemed. Friendly staff.\nGreat quality and quantity.\nGood accommodations (proper toilet, decent WiFi). Only downside was the fact people were...', '1'), ('661633431', ' March 2019', 'This is a small place for quick bites in the famous neibourhood of Exarchia.\nThough not stylish is real and the food they serve fresh and delicious.\nYou have to discover it!', None), ('629739254', ' September 2018', 'I was walking around in Athens and I found this place and I decided to try it. I love falafel myself so it was a mystery how I missed this place. They have amazing food. Great meat and amazing wraps. It is also very very...', None), ('571209327', ' April 2018', ""Their falafel is to die for.\nI now see why there's always a queue.\n\nI've never had a falafel with such a variety of flavours! \n\nThere was aubergine, pomegranate, raisins and a yogurt sauce in it (apart from the cabbage salad). It was an explosion..."", None), ('545088128', ' December 2017', ""Ap'allou is a restaurant that sells meals such as falafel sandwiches, burrito with chicken, chili con carne etc. Even though when we got there, there was a lot of people waiting to order, the service was fast and we didn't wait more than 5-7 minutes...."", None), ('536097633', ' October 2017', ""It's the second time that i eat in this nice place right in the heart of alternative Athens, the food was excellent and so cheap, where can you find a Vergina beer for 2 euros, the inner room has like 5 small tables, clean and..."", None)]"
243,"[('5', '61'), ('4', '19'), ('3', '3'), ('2', '1'), ('1', '3')]","[('775339921', ' October 2020', 'Our curiosity was piqued by all of the mention of the strange door (which is tiny and you do need to crawl/duck through).\n\nAside from the unique experience of going through the door, the entire meal was memorable.\n\nThe sashimi was delicious and the fried...', '2'), ('748298106', ' February 2020', 'We saw the restaurant by chance and book it as we liked the ambience.\nLook is very nice.\nService is very good, real Japanese style.\nFood is excellent.\nKushikatzu s the first time that I eat it out of Japan and it is very good....', None), ('710522316', ' September 2019', 'Looking for some hide-away japanese food in Paris? Then head for the restaurant Shu located in the area of St. Germain-des-Près. An incredible small door leads you down to the restaurant, where you will be met with a warm smile and a personal atmosphere. Try...', '2'), ('683282112', ' June 2019', 'I chose this as a Birthday surprise dinner and I am glad I did. Your experience starts with an entry through a tiny tiny door down into the limestone restaurant. Honestly our hotel balcony overlooked this place and we had no idea it was there...', '1'), ('662880163', ' April 2019', ""Wasn't expect that the restaurant is going to be so good. To be honest, best japanese food I've ever had in Paris. Would recommend going to SHU, you guys won't be disappointed"", '1'), ('655503594', ' February 2019', 'We saw the restaurant by chance and book it as we liked the ambience.\nLook is very nice.\nService is very good, real Japanese style.\nFood is excellent.\nKushikatzu s the first time that I eat it out of Japan and it is very good....', None), ('652843292', ' February 2019', 'We joined some friends for an evening at SHU. We had a very warm welcome and the service throughout was excellent. We had the choice of two set menus (€42 & €52). We had the latter and we were not disappointed, by many taster dishes,...', None), ('619834460', ' September 2018', ""The restaurant is located in a basement and one must make sue not to bang one's head upon  entrance. Once inside, you are in Japan.. THis is one of the most typical Japanese restaurants that I have ever visited. The manners of the waiters, the..."", None), ('614320065', ' August 2018', ""Very authentically Japanese dining experience.  Prix-fixe menus only, centered on kushi-age (various foods on skewers, deep fried).  Sashimi is served as appetizer - some of the best sashimi I've had outside of Japan.  (Quantity of sashimi is small, but quality is outstanding.)  A bit on..."", None), ('597012056', ' June 2018', 'A near miss with a small door leading to a serenely beautiful Restaurant. Mainly non-sushi dishes are the best ones with seafood being exceptionally well prepared.', None)]"
244,[],[]
245,"[('5', '16'), ('4', '5'), ('3', '0'), ('2', '2'), ('1', '6')]","[('723250606', ' November 2019', 'The whole experience was like out of a horror movie .\nFirst we made a reservation for 7, but when we arrive to the place the table was for four, needs to be said that the condition to the booking was that if we didn’t...', None), ('671115728', ' April 2019', 'This breakfast has definitely been the best I’ve had so far. Chosen products, location and service have been outstanding! These guys know what they are doing and give us reasons to visit restaurants. It’s definitely worth a visit whenever you’re hungry. \n\nAfter having been informed...', None), ('629735607', ' October 2018', 'Seriously we are so grateful that we found this little cafe. Everything there is simply perfect; the dishes are so full of delicious food, the staff is really kind and everything there is so clean! Go there my friends, you won’t regret it !!', None), ('623954380', ' October 2018', ""The menu was in German and we ordered something thinking it was an omelette, turns out it's a big plate with a big variety of fruits, cheese, eggs and salmon or salami.. it was a great nutritious breakfast. Highly recommended!"", None), ('615814523', ' September 2018', 'We came on recommendation of friends. We are traveling alot and love to see hidden spots,  because we love adventures. Ok, now about the ungeheuer (mystic monster ;-) we have been welcomed right at the door like coming back home. I didnt like his shirt...', None), ('593479092', ' July 2018', 'So incredibly disappointed. We have planned Berlin tour for 6 months and booked a table here in March. Yesterday when we arrived it was CLOSED. No email, no phone, no reminder at the door ..... I will necer recommend this place. Havent even reply my...', '2'), ('591274656', ' June 2018', 'I sat through most of the brunch — some sliced fruit, and hams artfully laid on a plate — asking myself if I was a masochist. The manager is of such a farcical level of unpleasantness to anyone asking for a table, that he’d make...', None), ('577582176', ' April 2018', 'We visited the cafe for breakfast. Really friendly stuff speaking excellent English and explaining everything. Really nice breakfast from a variety of choices. A bit dark atmosphere in the inside for morning, but totally worths the visit.', None), ('555966316', ' January 2018', 'We have been returning customers for over 2 years now and have never left unsatisfied. Dinner at Ungeheuer is a truly wonderful eating experience. Every meal is a piece of art and worth the wait, they also have a novelty drink selection. Admittedly, service can...', None), ('552266260', ' January 2018', ""Horrible experience. Came here to enjoy a relaxed Sunday brunch with a close friend. Berlin is known, like many other capital cities, to serve brunch on Sunday conveniently all day long. Not here. Brunch closes before 1 PM and they don't offer a lunch menu...."", None)]"
246,"[('5', '1'), ('4', '1'), ('3', '1'), ('2', '0'), ('1', '0')]","[('185263093', ' November 2013', 'This place is more of a bar/pub area that is serving food, they should probably stick to drinks as they have no idea about making food. \nThe atmosphere is lively enough but full of teenage boys on a Friday night!', None), ('160908981', ' May 2013', ""Discreetly located at the hilly end of Queenstown Road, it's all to easy to miss the warm welcome, smart contemporary decor and good Asian fusion cuisine that awaits inside. In an area with quite a few eateries, the F T merits your attention. Set menus..."", None), ('157904181', ' April 2013', 'Randomly found this place looking a place to eat last Saturday. Have to say my luck must have been in that night, unearthed a gem of a restaurant. Food and service were brilliant. Have already recommended to friends and family. Definitely coming back here for...', None)]"
247,"[('5', '1'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]","[('491358383', ' June 2017', ""I ordered an espresso with water 'Um abatanado' and it was perfect, just like an americano. With a nice coffee kick."", None)]"
248,[],[]
249,"[('5', '6'), ('4', '8'), ('3', '3'), ('2', '3'), ('1', '2')]",[]
250,"[('5', '40'), ('4', '23'), ('3', '5'), ('2', '0'), ('1', '1')]","[('732441162', ' December 2019', 'We have had diner at Mavi twice during our five day Rome city trip. Both times we enjoyed the delicious food and kind service at this modern restaurant. All dishes were tasty and looked good! We especially enjoyed the DIY tiramisu.', '2'), ('716355726', ' October 2019', 'Friendly bar staff and they sell menabrea Italian beer which is really good and they close quite late compared to other pubs in the airea', None), ('711467506', ' September 2019', 'I was just looking for a place to eat close to my hotel and found this place online... i didnt expect too much.. \nBUT: service is very friendly and helpful, cute terrace, nice atmosphere and the food.. wow! I chose the thai salad which is...', None), ('676347566', ' May 2019', 'A really modern, trendy restaurant in the Marconi area. Italian cuisine with a modern twist. Very good indeed. Best to book - or go very early - very busy', '2'), ('639340733', ' November 2018', 'Every once in awhile Mavi has a brunch Sunday. \nThe pancakes are served beautifully and are delicious.\nHowever, I dont think the amount you pay is worth for what you get. It is expensive and the choices are very limited.\nThe cost is 23 euros...', None), ('616848013', ' August 2018', 'High quality food, great raw materials mixed with creativity and know-how. The menu offers healthy but super tasty choices as well as original hamburgers. Fish, avocado, delicious sauces etc. Portions are not huge (hamburgers excluded) and a bit expensive but definitely worth it.', None), ('604032039', ' August 2018', 'We had a really great diner.\nA good mix of flavours.\nThe menu is in italian but the staff\ntoke the time to explain everything in english.\nWe had a great meal en a very good time!', None), ('568411479', ' March 2018', 'Having just turned 60 I wanted a great place to celebrate with about 30 friends. Mavi threw an excellent party- food was terrific and service was very good even with such a big crowd. They even put my son’s jazz playlist on that evening just...', None), ('506589655', ' July 2017', 'Currently staying in Rome for the week and this restaurant comes up on google maps and is near the H10 Città Roma hotel. Food is amazing and service is just as good. Extensive list of wines to suit and good prices. Highly recommended if your...', '1'), ('492479067', ' June 2017', 'Luckily we had seen the restaurant earlier in the day on our way in to the City and decided to go back that evening as we liked the décor and appearance. Although we had not made a booking, the reception was very warm and the...', None)]"
251,"[('5', '10'), ('4', '6'), ('3', '1'), ('2', '1'), ('1', '0')]","[('748900308', ' February 2020', 'This is the place to go for those who love seafood. To start, try the legendary Gamberi Rossi (Red Shrimp) from Sicily. It comes raw, with a unique color and taste. Can´t miss.', '2'), ('740009811', ' January 2020', 'We visited the restaurant due to a recommendation from a Milanese friend on Friday evening. Next to Navigli but not the touristic places you find there. Yes it was busy as expected but the service was exceptional. Big smiles and excellent instructions on food. The...', '1'), ('726418267', ' November 2019', 'Nice restaurant well furnished, distracted  waiters. I ate good fish with very large portions.\nDelicious the fish fillet with pumpkin sauce.', '99'), ('713595845', ' September 2019', 'Great food, very good and fast serving ! They even told us what to visit and recommended other restaurants where tto eat local food and where to have fun :) Gabriela is awesome !!', None), ('688804064', ' July 2019', 'I went for the second time for dinner to this restaurant. The food was very nice. I had the day special which was perfectly prepared. The desert panna cotta was also good.  The Price/quality was excellent in my opinion. Also a special remark about the...', '1'), ('688706540', ' October 2018', 'Came across this beautiful quaint restaurant as we were walking, decided to try it, we did not regret we actually went back.  The food is freshly made. We ordered fried calamari, seafood pasta, and squid ink pasta all very good.', '1'), ('688473941', ' July 2019', 'most clean restaurant around this area. very nice seafood and kind and careful serving. english using woman recommends the dishes of the day. nice dinner, satisfactory, happy.', None), ('656026808', ' February 2019', 'The restaurant have very good and fresh fish dishes. There was large white wines list from different Italia regions. We take mix grilled fishes.', None), ('623560570', ' October 2018', 'Wow, what an experience, I had to try some sea food while in Italy, and this place was just what I needed:)\nI had the chef plate with a glass of nice white wine (mix of raw oysters, shrimp and more), not cheap but defenatly...', '1'), ('602729876', ' August 2018', 'Friendly staff, great food. As a family we shared multiple plates, they were all delicious. Recommended!!', None)]"
252,"[('5', '10'), ('4', '24'), ('3', '17'), ('2', '4'), ('1', '9')]","[('727934551', ' November 2019', 'Firstly, we waited 1 hour for our food. We had to ask the waiter 4 times to bring some water to our table. Secondly, a couple who arrived 20 minutes after us got their food before us and the lady returned the spaghetti she ordered...', None), ('711964179', ' September 2019', 'visited on 21 Sept. we were given a warm welcome, given an English menu which had a good mixed choice, the portions were quiet big, especially the mussels in cream, the pot never seemed to getting smaller, the deserts were  massive , both the banana...', None), ('707754072', ' September 2019', 'Worst breakfast I have ever had!! It looked like a plate of sick...We paid €9.30 for this!! (image attached) It was advertised as coming with bacon but this never arrived despite asking twice. When we asked for it the waiter just shrugged his shoulders and...', None), ('684501383', ' June 2019', 'Walked past many places and walked in. Crepes on the board drew us in. It was hot out so we sat just beyond the street patio seats. Still had street view. Was approached quickly with menus. Large menu. Broad selection from Meat, Fish, salads and...', None), ('633391300', ' November 2018', 'This restaurant has a very fast service, food was really good.\nMenu is varied from salad to burgers.', '1'), ('628984782', ' October 2018', 'When we got to Paris, we decided to have lunch. I have never had such a horrible service at a restaurant. The waiter was very rude and when we asked a question ( as we didn’t speak French) he was nasty. I do not recommend...', '2'), ('622394442', ' October 2018', ""Been here a few times over the last two years. Food and service great. Don't be fooled by appearances. Traditional homely food. Great value and service. All needs catered for. Highly Recommend."", None), ('612374705', ' August 2018', 'Have been there for  breakfast and despite the waiters that were very good at doing their job (10/10) very friendly and helpful, had to have my breakfast hearing the short temper elderly woman behind the counter who seems to be the manager shouting at the...', None), ('576201209', ' April 2018', 'This place was great! I loved the fact that they had a menu in French AND in English. My husband again had a ham and cheese sandwich. I had a cheeseburger and fries. I was missing my burgers.. and it was good. But besides our...', None), ('571264605', ' March 2018', ""Located across from Gare Nord, they offer inside and sidewalk seating.  During warmer weather this doesn't matter as the restaurant opens up.\nI had a ham omelette, which was under scrambled, so too much white egg.  There was plenty of ham.\nOrange juice and hot..."", None)]"
253,[],[]
